State	Day/Night	Population Density	Nearest Police Station	Crime Taken Place
Madhya Pradesh	Day	1800	3.3	No
Madhya Pradesh	Day	1663	2.7	No
Madhya Pradesh	Day	1855	4.9	No
Madhya Pradesh	Day	1621	2.6	No
Madhya Pradesh	Day	1200	2.8	No
Madhya Pradesh	Day	1464	2	No
Madhya Pradesh	Day	1815	2.5	No
Madhya Pradesh	Day	1429	2.2	No
Madhya Pradesh	Day	720	4.5	No
Madhya Pradesh	Day	1997	2.1	No
Madhya Pradesh	Day	661	2.2	No
Madhya Pradesh	Day	1419	4.3	No
Madhya Pradesh	Day	1228	4.3	No
Madhya Pradesh	Day	645	2.4	No
Madhya Pradesh	Day	963	2.6	No
Madhya Pradesh	Day	609	4.6	No
Madhya Pradesh	Day	1522	4.2	No
Madhya Pradesh	Day	1451	2.9	No
Madhya Pradesh	Day	554	2.4	No
Madhya Pradesh	Day	471	5.1	No
Madhya Pradesh	Day	591	6.2	No
Kerala	Night	5728	2.2	No
Kerala	Night	3201	2.4	No
Kerala	Night	5757	1.8	No
Kerala	Night	3543	2.2	No
Kerala	Night	4570	2.7	No
Kerala	Night	3498	1.9	No
Kerala	Night	5150	2.2	No
Kerala	Night	4684	3.2	No
Kerala	Night	5903	3.1	No
Kerala	Night	5530	2.8	No
Kerala	Night	4419	3.8	No
Kerala	Night	5790	1.5	No
Kerala	Night	3200	3.5	No
Kerala	Night	4059	2.2	No
Kerala	Night	5387	3.2	No
Kerala	Night	4195	2.1	No
Kerala	Night	5971	3.8	No
Kerala	Night	4888	2.4	No
Kerala	Day	5818	3.4	No
Kerala	Day	5848	2.3	No
Kerala	Day	3901	1.6	No
Kerala	Day	5252	3.1	No
Kerala	Day	4301	4.1	No
Kerala	Day	4321	4.2	No
Kerala	Day	5868	4	No
Kerala	Day	4696	4.5	No
Kerala	Day	3413	3.9	No
Kerala	Day	5611	2.4	No
Kerala	Day	4680	4.1	No
Kerala	Day	3249	1.7	No
Kerala	Day	5285	3	No
Kerala	Day	4000	2.1	No
Karnataka	Night	9047	3.2	No
Karnataka	Night	6646	3.8	No
Karnataka	Night	10634	1.8	No
Karnataka	Night	5723	3.7	No
Karnataka	Night	6561	2.2	No
Karnataka	Night	9179	3.2	No
Karnataka	Day	6850	3.6	No
Karnataka	Day	8507	1.8	No
Karnataka	Day	6444	4.2	No
Karnataka	Day	9343	1.4	No
Karnataka	Day	5834	4.2	No
Jharkhand	Day	4500	6	No
Jharkhand	Day	4920	2.4	No
Jharkhand	Day	4218	4.2	No
Jharkhand	Day	3263	3.7	No
Jharkhand	Day	5389	2.2	No
Jharkhand	Day	4531	4.7	No
Jharkhand	Day	5301	4.3	No
Jharkhand	Day	3758	4.4	No
Jharkhand	Night	4316	4.4	No
Jharkhand	Night	3749	2.7	No
Jharkhand	Night	4260	4.1	No
Jharkhand	Night	4139	3.8	No
Jharkhand	Night	4705	2.2	No
Jharkhand	Night	3575	3.2	No
Jammu & Kashmir	Night	2410	3.8	No
Jammu & Kashmir	Night	2101	3.9	No
Jammu & Kashmir	Night	1819	3.1	No
Jammu & Kashmir	Night	1811	3.6	No
Jammu & Kashmir	Day	2359	2.3	No
Jammu & Kashmir	Day	2918	1.5	No
Jammu & Kashmir	Day	2411	3.7	No
Himachal Pradesh	Night	3239	3.9	No
Himachal Pradesh	Night	2226	4	No
Himachal Pradesh	Night	2775	4.8	No
Himachal Pradesh	Night	2010	3	No
Himachal Pradesh	Day	2771	5.2	No
Himachal Pradesh	Day	2055	3.1	No
Himachal Pradesh	Day	1507	4.2	No
Haryana	Night	5000	6	No
Haryana	Night	4800	7	No
Haryana	Night	4900	6.5	No
Haryana	Night	4600	7.5	No
Haryana	Night	4200	7	No
Haryana	Night	4000	7.5	No
Haryana	Night	4500	7	No
Haryana	Night	4100	8	No
Haryana	Night	3800	8.5	No
Haryana	Night	4000	8	No
Haryana	Night	4700	7.5	No
Haryana	Day	5606	3.2	No
Haryana	Day	4373	3.9	No
Haryana	Day	4224	6	No
Haryana	Day	5728	4.1	No
Haryana	Day	4074	5	No
Haryana	Day	4457	6.4	No
Haryana	Day	5608	4.5	No
Haryana	Day	4354	3.9	No
Haryana	Day	4552	5.8	No
Gujarat	Night	10684	5.8	No
Gujarat	Night	6164	5.7	No
Gujarat	Night	9490	4.9	No
Gujarat	Night	10287	5.6	No
Gujarat	Night	8664	2.6	No
Gujarat	Day	10010	3	No
Gujarat	Day	7381	2.5	No
Gujarat	Day	8615	4	No
Gujarat	Day	7243	2.8	No
Goa	Night	9700	2	No
Goa	Day	11120	1.7	No
Chhattisgarh	Night	5995	6.9	No
Chhattisgarh	Night	4095	2.6	No
Chhattisgarh	Night	5706	7.2	No
Chhattisgarh	Night	5023	3.5	No
Chhattisgarh	Night	3489	4	No
Chhattisgarh	Night	5168	7.3	No
Chhattisgarh	Night	5884	3.6	No
Chhattisgarh	Night	4607	4.2	No
Chhattisgarh	Night	4740	2.7	No
Chhattisgarh	Night	3535	7.5	No
Chhattisgarh	Night	3505	6.6	No
Chhattisgarh	Night	4725	7.8	No
Chhattisgarh	Night	3378	3.5	No
Chhattisgarh	Night	5883	4.3	No
Chhattisgarh	Night	5999	7.1	No
Chhattisgarh	Night	5011	4.5	No
Chhattisgarh	Night	3952	3.8	No
Chhattisgarh	Night	5813	7.4	No
Chhattisgarh	Night	3455	7.5	No
Chhattisgarh	Night	4551	6.9	No
Chhattisgarh	Night	3208	6.9	No
Chhattisgarh	Night	4639	3.3	No
Chhattisgarh	Day	4633	5.7	No
Chhattisgarh	Day	5594	6.8	No
Chhattisgarh	Day	4378	5.6	No
Chhattisgarh	Day	4430	2.9	No
Chhattisgarh	Day	4719	4.8	No
Chhattisgarh	Day	5922	3.2	No
Chhattisgarh	Day	3539	6.7	No
Chhattisgarh	Day	4056	5.5	No
Chhattisgarh	Day	3748	6.2	No
Chhattisgarh	Day	4016	5.2	No
Chhattisgarh	Day	4726	5.6	No
Chhattisgarh	Day	5256	5.9	No
Chhattisgarh	Day	3744	3	No
Chhattisgarh	Day	3815	2.6	No
Chhattisgarh	Day	4320	3.8	No
Chhattisgarh	Day	5189	4.1	No
Chhattisgarh	Day	3549	5.7	No
Chhattisgarh	Day	5397	7.9	No
Bihar	Night	4568	2.9	No
Bihar	Night	6082	5.7	No
Bihar	Night	6434	2.9	No
Bihar	Night	5822	4.1	No
Bihar	Night	6104	4.5	No
Bihar	Night	6748	4.2	No
Bihar	Night	4324	5.9	No
Bihar	Night	4445	3.2	No
Bihar	Day	4941	3.7	No
Bihar	Day	6727	3.4	No
Bihar	Day	5206	3.4	No
Bihar	Day	4496	6.4	No
Bihar	Day	6779	4	No
Assam	Night	2366	2.9	No
Assam	Night	2973	7.1	No
Assam	Night	4012	6.6	No
Assam	Night	3921	3.1	No
Assam	Night	2916	3.8	No
Assam	Night	3354	6.4	No
Assam	Night	2440	5.8	No
Assam	Night	3017	5.1	No
Assam	Night	2809	3.3	No
Assam	Night	3810	5.3	No
Assam	Night	4006	3.5	No
Assam	Day	2572	4.5	No
Assam	Day	3627	4.4	No
Assam	Day	4238	3.2	No
Assam	Day	4159	5.3	No
Assam	Day	3793	6.2	No
Assam	Day	2817	6.6	No
Assam	Day	4033	4.5	No
Assam	Day	3157	6.7	No
Assam	Day	4198	4.4	No
Assam	Day	2683	3.2	No
Assam	Day	3693	6.5	No
Assam	Day	2311	6.5	No
Assam	Day	3245	6.9	No
Assam	Day	3216	6.2	No
Assam	Day	2798	4.9	No
Arunachal Pradesh	Night	1988	7	No
Arunachal Pradesh	Day	2364	21	No
Andhra Pradesh	Night	5575	5.9	No
Andhra Pradesh	Night	2578	5.6	No
Andhra Pradesh	Night	6713	7.9	No
Andhra Pradesh	Night	3433	4.2	No
Andhra Pradesh	Night	3077	6.5	No
Andhra Pradesh	Night	4685	4	No
Andhra Pradesh	Night	4414	5.9	No
Andhra Pradesh	Night	6421	8.7	No
Andhra Pradesh	Night	7718	5	No
Andhra Pradesh	Night	3324	9.7	No
Andhra Pradesh	Night	7140	6.7	No
Andhra Pradesh	Day	8687	5.4	No
Andhra Pradesh	Day	3184	3.3	No
Andhra Pradesh	Day	6250	4.1	No
Andhra Pradesh	Day	4985	8.3	No
Andhra Pradesh	Day	6065	7	No
Andhra Pradesh	Day	6417	8.3	No
